filename,start,end,label
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,368.49,369.451,up
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,388.247,389.725,up
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,394.05,395.566,up
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,399.373,400.741,up
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,447.906,449.274,up
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,469.29,470.436,up
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,473.763,475.056,up
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,479.067,480.73,up
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,497.031,498.695,up
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,502.206,503.352,up
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,504.72,505.977,up
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,528.839,530.354,up
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,541.536,542.46,up
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,543.791,544.9,up
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,607.424,608.533,up
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,624.723,626.645,up
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,648.325,649.988,up
NOPP6_EST_20090328/NOPP6_EST_20090328_001500.wav,796.143,797.696,up
NOPP6_EST_20090328/NOPP6_EST_20090328_003000.wav,55.883,57.435,up
NOPP6_EST_20090328/NOPP6_EST_20090328_003000.wav,149.808,151.36,up
NOPP6_EST_20090328/NOPP6_EST_20090328_003000.wav,168.881,170.175,up
NOPP6_EST_20090328/NOPP6_EST_20090328_003000.wav,475.811,476.92,up
NOPP6_EST_20090328/NOPP6_EST_20090328_003000.wav,640.023,641.206,up
NOPP6_EST_20090328/NOPP6_EST_20090328_003000.wav,726.334,727.997,up
NOPP6_EST_20090328/NOPP6_EST_20090328_003000.wav,828.206,829.611,up
NOPP6_EST_20090328/NOPP6_EST_20090328_003000.wav,858.128,860.272,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,116.019,117.35,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,177.786,179.597,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,194.771,196.471,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,435.628,436.995,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,470.614,471.945,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,475.013,476.713,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,535.652,537.094,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,541.677,542.823,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,544.856,546.113,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,557.146,558.588,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,567.312,568.383,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,579.029,580.101,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,581.635,582.855,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,613.775,615.402,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,618.987,620.244,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,660.571,662.013,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,671.143,672.289,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,675.357,676.392,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,677.39,678.647,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,690.494,692.194,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,697.517,698.663,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,728.64,730.156,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,756.677,758.193,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,768.728,769.726,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,760.078,761.335,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,782.489,783.565,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,798.041,799.101,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,807.882,809.965,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,815.258,816.282,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,818.471,819.743,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,836.813,838.375,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,843.8,845.449,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,850.888,852.421,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,855.083,856.529,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,857.589,858.587,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,896.091,897.115,up
NOPP6_EST_20090328/NOPP6_EST_20090328_004500.wav,899.155,900.596,up
NOPP6_EST_20090328/NOPP6_EST_20090328_010000.wav,11.002,11.741,up
NOPP6_EST_20090328/NOPP6_EST_20090328_010000.wav,30.869,32.16,up
NOPP6_EST_20090328/NOPP6_EST_20090328_010000.wav,89.236,90.529,up
NOPP6_EST_20090328/NOPP6_EST_20090328_010000.wav,143.314,144.571,up
NOPP6_EST_20090328/NOPP6_EST_20090328_010000.wav,468.892,469.816,up
NOPP6_EST_20090328/NOPP6_EST_20090328_010000.wav,471.59,473.106,up
NOPP6_EST_20090328/NOPP6_EST_20090328_010000.wav,474.178,475.471,up
NOPP6_EST_20090328/NOPP6_EST_20090328_010000.wav,558.714,559.86,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,56.778,58.183,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,221.766,223.097,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,378.974,380.267,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,578.135,579.133,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,587.284,588.319,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,588.688,589.465,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,612.031,612.844,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,623.527,624.451,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,625.19,626.114,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,678.492,679.453,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,679.379,680.155,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,687.234,688.491,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,698.693,699.765,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,708.174,709.209,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,732.737,733.772,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,744.491,745.748,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,767.723,768.795,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,772.528,773.637,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,781.677,783.044,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,796.684,797.756,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,798.015,799.013,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,807.095,808.119,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,812.93,813.817,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,820.027,821.394,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,823.797,824.721,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,824.647,825.534,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,825.239,826.163,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,836.79,837.825,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,839.008,840.708,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,865.308,866.971,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,870.335,871.702,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,873.754,875.066,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,892.347,893.419,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,881.257,882.699,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,1.689,2.678,up
NOPP6_EST_20090328/NOPP6_EST_20090328_011500.wav,894.121,895.008,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,9.775,10.921,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,17.87,19.497,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,2.456,3.491,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,27.481,28.738,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,31.972,33.007,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,37.517,38.958,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,49.012,50.195,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,64.962,65.886,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,66.182,67.254,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,99.838,100.651,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,109.578,110.834,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,113.015,114.013,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,116.749,117.821,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,122.626,123.587,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,135.434,136.506,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,163.471,164.506,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,199.733,200.509,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,200.731,201.766,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,208.863,209.972,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,216.588,217.919,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,219.693,220.58,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,232.205,233.314,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,259.097,260.353,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,265.491,266.748,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,273.845,274.769,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,278.336,279.741,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,295.414,296.264,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,306.225,307.297,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,329.494,330.418,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,346.83,347.939,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,369.249,370.69,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,373.888,375.44,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,392.61,394.126,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,448.795,449.904,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,478.607,479.974,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,482.525,483.855,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,508.011,509.416,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,542.221,543.404,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,604.08,605.448,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,647.883,648.992,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,739.756,741.161,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,750.273,751.271,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,767.627,768.699,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,867.097,868.206,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,867.097,868.206,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,887.205,888.61,up
NOPP6_EST_20090328/NOPP6_EST_20090328_013000.wav,892.14,893.988,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,14.854,16.037,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,55.57,56.938,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,105.804,106.839,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,311.674,313.116,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,335.276,336.348,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,422.566,423.971,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,453.902,454.9,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,484.896,485.636,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,498.887,500.144,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,526.776,527.811,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,554.259,555.22,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,568.102,569.026,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,585.179,586.214,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,592.627,593.773,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,608.892,610.111,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,614.621,615.397,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,621.737,622.624,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,644.599,645.634,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,665.169,666.463,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,682.542,683.725,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,696.385,697.642,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,733.608,734.754,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,738.413,739.374,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,741.925,743.034,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,764.528,765.563,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,786.485,787.63,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,827.773,828.808,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,865.107,866.253,up
NOPP6_EST_20090328/NOPP6_EST_20090328_014500.wav,887.193,888.56,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,48.442,49.736,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,65.907,67.053,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,102.372,103.851,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,197.813,198.922,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,205.594,207.035,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,211.508,213.282,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,214.872,216.498,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,241.615,243.057,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,278.154,279.485,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,374.186,375.369,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,394.83,396.235,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,428.985,430.131,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,434.345,435.491,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,524.481,525.479,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,548.785,549.894,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,589.445,590.591,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,614.34,615.486,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,678.159,679.083,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,707.859,709.116,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,737.449,738.779,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,812.799,814.056,up
NOPP6_EST_20090328/NOPP6_EST_20090328_020000.wav,837.916,838.914,up
NOPP6_EST_20090328/NOPP6_EST_20090328_021500.wav,172.563,174.116,up
NOPP6_EST_20090328/NOPP6_EST_20090328_021500.wav,361.282,362.465,up
NOPP6_EST_20090328/NOPP6_EST_20090328_021500.wav,384.588,385.882,up
NOPP6_EST_20090328/NOPP6_EST_20090328_021500.wav,552.607,553.938,up
NOPP6_EST_20090328/NOPP6_EST_20090328_023000.wav,49.71,51.263,up
NOPP6_EST_20090328/NOPP6_EST_20090328_023000.wav,232.608,233.716,up
NOPP6_EST_20090328/NOPP6_EST_20090328_023000.wav,235.786,236.6,up
NOPP6_EST_20090328/NOPP6_EST_20090328_023000.wav,278.702,280.328,up
NOPP6_EST_20090328/NOPP6_EST_20090328_023000.wav,485.847,487.215,up
NOPP6_EST_20090328/NOPP6_EST_20090328_023000.wav,532.385,533.457,up
NOPP6_EST_20090328/NOPP6_EST_20090328_023000.wav,551.403,552.77,up
NOPP6_EST_20090328/NOPP6_EST_20090328_023000.wav,642.888,644.847,up
NOPP6_EST_20090328/NOPP6_EST_20090328_023000.wav,726.001,726.889,up
NOPP6_EST_20090328/NOPP6_EST_20090328_024500.wav,217.819,219.26,up
NOPP6_EST_20090328/NOPP6_EST_20090328_024500.wav,617.583,618.877,up
NOPP6_EST_20090328/NOPP6_EST_20090328_030000.wav,378.996,380.586,up
NOPP6_EST_20090328/NOPP6_EST_20090328_030000.wav,565.109,566.255,up
NOPP6_EST_20090328/NOPP6_EST_20090328_031500.wav,194.599,195.966,up
NOPP6_EST_20090328/NOPP6_EST_20090328_031500.wav,293.957,295.621,up
NOPP6_EST_20090328/NOPP6_EST_20090328_033000.wav,102.684,104.089,up
NOPP6_EST_20090328/NOPP6_EST_20090328_033000.wav,780.011,781.6,up
NOPP6_EST_20090328/NOPP6_EST_20090328_033000.wav,868.243,869.463,up
NOPP6_EST_20090328/NOPP6_EST_20090328_034500.wav,59.748,61.004,up
NOPP6_EST_20090328/NOPP6_EST_20090328_034500.wav,115.692,116.838,up
NOPP6_EST_20090328/NOPP6_EST_20090328_034500.wav,128.63,129.702,up
NOPP6_EST_20090328/NOPP6_EST_20090328_034500.wav,149.792,151.011,up
NOPP6_EST_20090328/NOPP6_EST_20090328_034500.wav,274.083,275.561,up
NOPP6_EST_20090328/NOPP6_EST_20090328_034500.wav,379.43,380.723,up
NOPP6_EST_20090328/NOPP6_EST_20090328_034500.wav,440.512,441.4,up
NOPP6_EST_20090328/NOPP6_EST_20090328_034500.wav,452.748,453.856,up
NOPP6_EST_20090328/NOPP6_EST_20090328_034500.wav,541.757,543.235,up
NOPP6_EST_20090328/NOPP6_EST_20090328_041500.wav,694.91,696.092,up
NOPP6_EST_20090328/NOPP6_EST_20090328_043000.wav,5.456,6.639,up
NOPP6_EST_20090328/NOPP6_EST_20090328_043000.wav,107.606,108.825,up
NOPP6_EST_20090328/NOPP6_EST_20090328_043000.wav,127.11,128.134,up
NOPP6_EST_20090328/NOPP6_EST_20090328_043000.wav,132.538,133.647,up
NOPP6_EST_20090328/NOPP6_EST_20090328_043000.wav,129.95,131.133,up
NOPP6_EST_20090328/NOPP6_EST_20090328_043000.wav,527.423,528.901,up
NOPP6_EST_20090328/NOPP6_EST_20090328_043000.wav,843.778,845.22,up
NOPP6_EST_20090328/NOPP6_EST_20090328_043000.wav,856.864,857.751,up
NOPP6_EST_20090328/NOPP6_EST_20090328_043000.wav,862.537,863.794,up
NOPP6_EST_20090328/NOPP6_EST_20090328_043000.wav,869.819,871.039,up
NOPP6_EST_20090328/NOPP6_EST_20090328_043000.wav,880.945,882.387,up
NOPP6_EST_20090328/NOPP6_EST_20090328_044500.wav,613.989,615.135,up
NOPP6_EST_20090328/NOPP6_EST_20090328_044500.wav,645.168,646.425,up
NOPP6_EST_20090328/NOPP6_EST_20090328_044500.wav,752.197,753.528,up
NOPP6_EST_20090328/NOPP6_EST_20090328_044500.wav,789.438,790.917,up
NOPP6_EST_20090328/NOPP6_EST_20090328_044500.wav,821.301,822.595,up
NOPP6_EST_20090328/NOPP6_EST_20090328_053000.wav,41.168,42.868,up
NOPP6_EST_20090328/NOPP6_EST_20090328_053000.wav,65.989,67.098,up
NOPP6_EST_20090328/NOPP6_EST_20090328_053000.wav,102.306,103.489,up
NOPP6_EST_20090328/NOPP6_EST_20090328_053000.wav,120.918,122.285,up
NOPP6_EST_20090328/NOPP6_EST_20090328_053000.wav,136.239,137.274,up
NOPP6_EST_20090328/NOPP6_EST_20090328_053000.wav,330.817,331.889,up
NOPP6_EST_20090328/NOPP6_EST_20090328_053000.wav,533.749,535.375,up
NOPP6_EST_20090328/NOPP6_EST_20090328_053000.wav,538.036,539.33,up
NOPP6_EST_20090328/NOPP6_EST_20090328_053000.wav,587.679,589.01,up
NOPP6_EST_20090328/NOPP6_EST_20090328_053000.wav,616.788,618.267,up
NOPP6_EST_20090328/NOPP6_EST_20090328_053000.wav,659.703,660.997,up
NOPP6_EST_20090328/NOPP6_EST_20090328_053000.wav,662.734,663.954,up
NOPP6_EST_20090328/NOPP6_EST_20090328_053000.wav,693.359,694.542,up
NOPP6_EST_20090328/NOPP6_EST_20090328_053000.wav,843.395,844.504,up
NOPP6_EST_20090328/NOPP6_EST_20090328_053000.wav,867.477,869.03,up
NOPP6_EST_20090328/NOPP6_EST_20090328_053000.wav,883.908,885.016,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,17.193,18.561,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,41.867,43.05,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,48.243,49.648,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,85.004,86.261,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,91.916,93.136,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,126.699,127.549,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,135.349,136.827,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,141.873,143.425,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,153.295,154.551,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,165.788,167.304,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,228.941,230.161,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,216.262,217.371,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,272.854,274.074,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,292.648,294.016,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,304.92,305.992,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,306.732,307.988,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,316.176,317.47,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,345.433,346.948,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,366.779,368.036,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,384.115,385.631,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,380.308,381.935,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,405.129,406.275,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,421.56,422.669,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,435.902,437.048,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,465.177,466.619,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,476.821,478.373,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,482.661,483.844,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,520.66,522.028,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,530.345,531.675,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,540.898,542.044,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,566.384,567.826,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,576.623,577.806,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,582.482,583.517,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,670.068,670.881,up
NOPP6_EST_20090328/NOPP6_EST_20090328_054500.wav,887.693,889.024,up
NOPP6_EST_20090328/NOPP6_EST_20090328_060000.wav,41.217,42.326,up
